Data,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENGI11,EQTL3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TIMP3,TOTS3,UGPA3,USIM5,VALE3,VIVT4,VVAR3,WEGE3,YDUQ3
02/10/2019,18.86,47.91,43.1,43.42,29.77,32.15,33.6,10.1574,56.28,29.6,26.45,37.54,30.74,13.89,48.11,16.82,7.56,14.09,10.8,32.15,20.4,52.7,12.77,54.98,23.35,13.66,43.61,37.5357,40.1,17.47,19.05,48.69,19.548,25.17,12.6,53.5,5.99,31.0,52.5,33.26,32.6,46.37,36.64,12.65,33.28,31.5,14.94,19.3537,48.51,36.5,11.66,17.8,27.27,,88.3794,28.9,26.72,30.77,95.2,23.87,40.6667,43.76,49.0,46.41,32.78,27.95,11.52,57.8,19.32,7.48,45.32,52.58,7.47,23.83,33.95
03/10/2019,18.58,49.89,43.6,45.29,29.81,32.24,33.43,10.2066,54.15,30.27,26.85,36.51,30.61,14.08,48.1,16.99,7.82,13.94,10.91,32.6,20.2,53.1,13.08,54.91,24.41,13.85,43.97,38.1855,40.5,17.95,19.12,48.7,19.7,25.0,12.78,54.5,6.05,32.7,54.0,33.4,32.8,46.59,35.6,12.5,33.29,31.9,14.81,19.1146,48.78,37.3,11.62,18.03,27.5,,87.8408,29.12,26.74,30.48,95.56,24.25,41.0857,44.4,50.45,46.34,32.33,28.19,11.54,60.0,19.0,7.48,45.44,52.51,7.8,23.68,34.44
04/10/2019,19.21,50.95,44.55,45.6,29.93,32.57,33.48,10.4918,51.83,31.36,26.97,37.38,29.86,14.16,49.0,16.98,7.71,13.96,11.1,33.02,20.47,53.61,13.3,55.68,25.1,13.83,44.01,38.8352,40.99,17.72,19.26,49.74,20.072,25.0,13.03,56.5,6.14,33.06,54.0,34.7,33.18,47.22,36.35,12.51,33.45,31.55,14.9,19.7125,48.96,38.78,11.87,18.26,28.02,,87.8753,28.85,26.51,30.6,101.5,24.49,41.7619,44.59,50.54,46.83,32.83,28.2,11.57,59.5,18.65,7.59,46.59,53.5,7.89,23.61,35.05
07/10/2019,18.87,50.59,43.0,43.8,29.47,32.36,32.5,10.3738,50.62,30.93,26.5,36.74,29.97,13.81,48.87,16.55,7.64,13.78,10.8,32.85,19.98,51.49,12.99,54.53,24.5,13.37,42.93,35.7664,38.28,17.38,18.68,49.52,19.538,24.2,12.78,56.15,5.98,32.39,54.31,34.5,33.06,46.29,35.2,12.18,32.83,31.08,14.72,19.4933,48.4,38.4,11.84,17.67,27.06,,88.2748,28.4,26.17,29.7,102.13,23.89,41.1429,43.52,48.47,47.1,32.25,27.39,11.39,58.8,18.28,7.41,46.04,52.59,7.83,22.85,33.96
08/10/2019,18.6,50.2,43.3,43.01,29.59,32.33,32.24,10.2066,51.45,30.59,26.5,37.21,27.99,13.8,47.67,16.72,7.5,13.81,10.4,32.61,19.19,52.62,12.43,53.85,24.4,13.41,42.67,35.9663,37.79,17.01,18.99,48.8,19.288,24.05,12.55,56.27,5.85,32.1,54.05,34.0,33.17,46.2,35.48,12.14,32.69,30.65,14.43,19.1843,48.42,38.0,11.47,17.4,27.05,,88.5631,28.22,26.02,30.2,100.01,23.86,40.9048,43.59,49.28,46.5,31.64,27.45,11.37,58.7,18.41,7.35,45.32,52.8,7.72,22.81,33.35
09/10/2019,18.67,49.5,43.9,44.2,30.77,33.25,32.8,10.1279,52.18,30.64,26.63,36.6,28.47,14.16,49.49,16.8,7.65,13.8,10.55,32.7,19.21,53.82,12.43,53.8,24.26,13.5,42.48,35.5265,37.87,17.1,18.86,49.25,19.518,24.21,12.52,56.46,5.83,33.1,54.6,33.81,33.35,46.5,35.95,12.33,33.21,29.45,14.55,19.6926,48.93,39.65,11.49,17.83,27.53,,88.2173,28.93,26.52,30.97,101.46,23.95,41.0286,44.72,50.12,47.4,32.23,27.5,11.46,58.81,19.25,7.3,45.67,53.0,7.59,22.87,34.1
10/10/2019,18.42,49.68,44.06,44.4,30.95,33.63,33.05,10.1476,53.7,31.49,26.58,36.86,28.38,13.91,49.1,16.82,7.47,13.67,10.38,32.7,18.9,54.51,13.09,52.63,24.57,13.4,42.2,35.2866,37.49,17.05,18.59,49.3,19.78,24.21,12.98,57.76,6.12,33.1,54.9,33.66,33.4,45.63,35.83,12.43,33.45,29.15,14.65,19.6228,48.59,38.94,11.45,17.87,27.5,,88.3981,29.07,26.74,30.33,100.71,23.64,40.0667,45.62,49.8,47.52,33.95,27.42,11.54,57.83,18.65,7.47,47.24,53.13,7.53,22.97,36.28
11/10/2019,18.58,50.4,45.05,45.23,31.4,34.01,34.26,10.2164,54.81,32.32,27.31,37.1,29.19,14.24,52.63,17.58,7.75,13.87,10.65,32.99,19.37,55.68,13.32,53.15,24.91,14.07,43.11,34.7868,36.74,17.27,18.94,49.69,20.244,24.6,13.29,59.5,6.31,34.65,56.27,34.15,34.0,45.93,36.36,12.7,33.88,29.4,15.29,20.5197,50.29,40.5,11.66,17.88,27.95,,87.8312,29.5,27.26,32.1,100.98,24.17,41.2381,45.92,50.43,48.1,35.24,27.97,11.64,57.5,19.2,7.67,48.64,53.47,7.75,23.67,36.79
14/10/2019,18.72,51.18,45.16,45.0,31.86,34.49,34.26,10.5508,55.73,32.26,27.48,36.38,29.33,14.39,54.0,17.43,7.78,13.87,10.67,32.55,19.32,56.14,13.24,53.77,25.25,14.14,43.82,34.327,36.1,17.35,18.75,49.22,20.59,24.76,13.25,59.55,6.3,35.6,56.5,34.1,34.11,46.25,36.86,12.91,34.45,29.0,15.43,20.8287,50.73,42.17,11.51,17.93,28.39,,88.0545,29.67,27.31,32.46,101.05,24.25,41.9619,46.63,50.16,48.9,34.82,28.07,11.47,57.4,19.29,7.59,47.99,53.32,7.78,23.75,37.2
15/10/2019,18.89,51.21,44.51,44.38,32.17,34.77,34.41,10.4229,56.59,32.44,26.85,35.99,29.46,14.7,54.8,17.8,7.58,13.9,10.51,31.86,19.4,56.5,13.62,53.65,25.52,14.06,43.22,34.8468,36.44,17.5,18.69,47.37,19.57,24.6,13.49,60.7,6.37,35.75,56.3,33.6,34.29,46.15,36.98,12.93,34.37,29.1,15.67,21.1177,51.3,41.8,11.43,17.44,28.83,,88.1085,30.07,27.6,32.22,101.12,23.69,42.7714,46.1,50.38,48.36,35.11,27.81,11.38,56.95,19.3,7.7,47.91,53.5,7.79,23.78,38.0
16/10/2019,18.89,51.3,45.2,45.0,33.15,35.6,34.89,10.3738,58.19,32.03,26.85,36.28,29.49,14.96,56.13,17.86,7.65,13.84,10.48,31.85,19.47,57.55,13.21,53.0,26.18,14.35,43.31,36.3562,37.9,17.45,18.87,47.8,20.0,25.0,13.35,62.12,6.29,35.85,57.46,33.33,34.9,46.94,36.8,13.17,34.86,29.34,15.94,21.2373,51.83,42.76,11.43,17.58,29.44,,88.09299999999998,30.49,27.93,34.23,102.88,23.47,42.181,46.95,51.64,47.91,34.43,27.77,11.45,56.99,19.44,7.63,46.8,54.63,7.82,24.37,38.6
17/10/2019,18.77,51.26,46.15,44.91,32.69,35.0,35.07,10.2853,58.36,31.8,26.6,35.93,29.1,15.07,54.85,17.58,7.6,13.92,10.78,31.9,19.54,56.7,13.29,52.45,26.34,14.44,43.57,36.3462,37.7,17.64,18.85,47.28,19.844,25.0,13.4,61.62,6.3,36.0,57.12,33.6,34.88,46.7,37.47,13.15,34.65,29.14,15.85,21.038,51.77,43.17,11.57,17.57,29.19,,88.20299999999997,30.2,27.66,33.77,101.45,23.1,42.1333,46.33,50.62,48.17,34.09,27.83,11.56,57.43,19.1,7.63,46.71,55.05,7.9,24.24,38.3
18/10/2019,18.67,50.99,46.44,46.06,31.44,33.79,34.46,10.1279,58.2,31.16,26.65,36.15,28.55,15.17,54.5,17.92,7.65,13.65,10.75,31.77,19.69,56.77,13.05,51.76,26.0,14.46,43.76,38.1755,38.97,17.53,18.99,47.37,20.082,24.74,13.16,61.99,6.15,35.44,57.52,33.55,34.86,47.1,37.26,13.07,34.24,29.04,15.77,21.0579,51.3,43.0,11.65,17.67,29.3,,87.93700000000003,29.95,27.6,33.89,103.63,22.98,42.7905,45.72,51.23,50.51,33.81,28.06,11.55,56.84,19.51,7.58,46.03,54.86,7.84,24.36,38.33
21/10/2019,18.99,51.35,46.89,46.4,31.93,34.03,34.8,10.3246,58.61,31.55,27.07,37.74,28.69,15.27,54.5,17.33,7.7,13.7,10.61,32.49,19.91,57.1,13.39,51.4,25.89,14.57,44.14,38.1355,39.09,17.88,19.23,47.34,20.382,24.79,13.23,62.35,6.2,35.18,56.7,33.4,34.42,47.25,38.65,13.26,34.8,29.85,15.73,21.018,52.09,43.1,11.55,17.69,29.2,,87.9582,30.35,27.77,32.0,105.55,22.98,42.4762,46.08,51.57,50.94,34.88,28.11,11.66,56.21,19.49,7.63,47.21,54.71,7.81,24.44,40.0
22/10/2019,18.77,52.99,47.53,47.4,32.77,35.0,35.35,10.5409,58.79,31.45,27.1,37.53,28.06,15.09,54.68,17.4,7.89,13.7,10.79,32.32,19.58,57.67,13.55,52.6,26.3,14.51,43.95,37.5357,38.94,17.95,19.0,47.1,19.964,24.6,13.28,60.6,6.2,37.3,56.15,33.1,34.53,47.14,39.2,13.56,35.88,30.25,15.94,20.8187,51.91,43.72,11.86,17.99,28.93,,87.62700000000002,31.28,28.57,31.41,106.21,23.0,42.5619,47.61,52.6,50.68,34.92,28.26,11.65,57.21,19.43,7.56,47.3,54.62,7.81,24.74,42.04
23/10/2019,18.68,52.15,48.24,47.6,33.11,35.3,35.54,10.5508,61.48,31.29,27.74,36.8,28.56,15.02,54.37,17.26,7.83,13.57,10.44,31.64,19.22,57.3,13.43,53.01,25.7,14.33,43.74,37.4958,39.11,17.87,18.74,46.33,19.68,24.68,13.31,60.15,6.18,36.97,55.8,31.85,34.3,46.91,39.15,13.66,36.39,29.68,16.06,20.8685,51.09,43.49,11.49,17.69,28.68,,87.1865,31.43,28.95,31.3,103.38,23.0,42.2667,48.75,53.97,50.5,34.5,28.18,11.68,58.4,19.46,7.48,47.11,54.21,7.65,25.84,40.45
24/10/2019,19.19,52.9,48.62,47.3,33.05,35.26,35.65,10.5606,64.2,30.93,28.27,37.21,27.65,15.05,54.78,17.4,7.64,13.49,9.95,31.78,19.56,56.61,12.51,53.05,25.7,14.35,43.81,37.3258,39.16,17.99,18.37,46.38,19.85,24.51,13.0,61.04,6.03,37.0,56.9,31.32,34.48,46.94,38.9,13.65,36.56,29.1,16.05,20.729,49.27,43.25,11.25,17.27,28.63,,87.4829,30.81,28.32,31.72,105.5,22.65,39.6571,48.94,53.3,50.32,32.96,28.06,11.68,58.0,19.2,7.25,46.75,53.91,7.49,26.1,40.06
25/10/2019,17.6,52.54,48.41,47.73,33.31,35.72,35.19,10.5311,64.25,32.19,28.45,36.57,27.58,15.13,53.97,16.98,7.89,13.16,9.79,31.71,19.7,57.22,12.12,53.32,25.98,14.11,43.53,37.4258,39.28,17.73,18.06,45.7,19.52,24.91,13.24,60.54,6.2,36.48,56.65,31.14,34.49,47.08,38.7,13.79,36.8,28.35,15.84,20.3902,50.5,42.0,11.38,17.36,28.56,,87.2714,31.71,29.25,31.95,107.05,22.82,39.781,49.53,52.6,50.4,32.7,27.75,11.52,57.75,19.48,7.23,48.56,53.6,7.43,25.41,39.9
28/10/2019,17.54,53.16,48.75,48.79,34.3,37.01,34.78,10.2951,64.29,32.52,28.99,35.6,27.93,15.35,53.15,16.89,7.81,13.26,9.77,32.02,19.49,57.13,12.21,52.65,26.21,14.08,44.22,38.2854,39.83,17.83,18.51,46.15,19.742,25.41,13.21,60.3,6.19,37.5,57.2,31.0,34.34,47.01,38.64,13.91,37.3,28.74,15.57,20.4001,50.05,42.67,11.11,17.52,28.9,,87.4221,31.95,29.6,31.8,107.0,22.85,39.4571,49.74,52.45,49.69,32.68,28.0,11.57,58.28,19.39,7.26,48.7,53.3,7.36,25.58,39.6
29/10/2019,17.58,53.5,47.9,48.66,33.92,36.5,34.18,10.0296,63.55,32.54,28.34,35.7,27.85,15.15,52.18,16.51,7.94,13.26,9.54,32.59,19.16,56.7,12.02,52.0,26.09,13.86,44.69,37.7057,39.57,17.79,18.65,46.83,19.952,25.45,13.11,60.3,6.16,38.26,56.9,31.14,34.24,46.81,37.8,13.78,36.64,28.52,15.46,20.3005,50.21,41.15,11.1,18.05,28.18,,87.2762,32.24,29.82,31.85,109.4,22.92,39.4571,48.92,53.05,49.23,32.72,27.9,11.45,62.0,18.99,7.37,48.65,53.2,7.35,25.52,39.4
30/10/2019,17.56,53.64,48.5,49.42,34.26,36.67,34.0,10.0984,64.08,32.67,28.75,35.66,27.81,15.34,52.93,16.7,7.65,13.55,9.6,32.62,19.2,58.79,11.8,51.5,26.48,13.92,45.31,38.8952,40.6,17.65,18.9,47.38,20.452,25.54,13.38,60.13,6.4,38.85,56.4,31.17,34.3,47.51,37.35,13.95,36.87,28.93,15.63,20.5795,50.28,44.02,11.04,18.17,29.23,,87.6152,32.63,30.08,32.6,109.3,23.1,40.8857,48.02,54.84,49.15,32.3,28.35,11.56,63.25,19.0,7.37,48.59,53.24,7.4,25.85,39.1
31/10/2019,17.38,52.52,48.38,48.15,32.85,35.17,33.97,10.1673,65.35,32.01,28.28,35.51,27.7,15.35,50.8,16.44,7.56,13.65,9.67,33.02,19.11,57.79,11.8,51.23,26.93,13.75,45.26,39.545,40.99,17.53,18.97,48.0,20.376,25.45,13.43,60.0,6.29,36.6,56.3,31.47,34.32,47.9,37.79,13.71,36.23,28.29,15.93,19.852,50.75,44.64,10.75,17.59,29.21,,86.936,32.7,30.39,31.9,110.0,22.8,41.1238,47.16,54.62,48.82,32.64,28.7,11.42,62.28,18.87,7.26,47.2,53.08,7.42,25.5,39.25
01/11/2019,17.33,53.55,49.2,47.96,32.49,34.87,34.32,10.2066,65.77,32.58,28.42,35.2,27.87,15.47,51.13,16.77,7.4,13.44,9.85,33.1,19.52,58.85,11.93,53.05,28.22,13.94,45.98,39.7149,41.11,17.72,18.9,47.3,20.264,25.53,13.91,60.85,6.55,36.4,56.75,33.36,35.4,49.0,38.35,13.76,36.35,28.32,16.15,20.3204,51.67,47.19,10.84,18.25,29.04,,87.0036,32.74,30.43,31.76,112.97,22.91,41.2381,47.18,55.2,48.97,35.01,28.67,11.46,63.31,19.4,7.42,48.44,53.36,7.64,25.88,40.5
04/11/2019,17.57,53.5,49.27,47.69,32.64,34.89,33.62,10.6097,65.97,33.2,27.77,36.3,28.53,15.43,50.54,17.02,7.52,13.43,9.89,33.29,19.49,60.0,12.1,52.39,28.46,14.13,46.01,40.2747,41.08,18.01,19.0,46.78,20.526,25.51,14.6,59.08,6.82,35.61,55.85,33.8,35.55,48.9,38.64,13.9,36.47,29.2,16.68,20.1311,51.05,44.97,10.97,19.1,29.32,,87.4479,32.97,30.36,31.8,113.8,22.78,40.2381,47.36,55.5,48.85,36.44,28.81,11.77,61.93,19.44,7.59,50.07,53.75,7.57,26.13,39.12
05/11/2019,17.71,53.37,49.3,47.99,33.19,35.36,34.45,11.0621,67.36,33.08,27.47,36.57,29.61,15.2,52.55,16.78,7.4,13.26,9.9,33.01,19.26,59.5,12.31,52.1,27.75,13.8,45.97,39.9748,40.9,18.19,18.8,46.16,20.508000000000006,25.7,14.75,59.06,6.87,34.73,54.35,33.35,35.64,47.94,38.7,14.07,37.1,28.07,17.22,19.9617,49.52,44.04,10.92,18.73,28.54,,86.9601,32.55,29.65,31.28,111.89,22.97,40.1714,47.96,54.76,48.3,37.16,28.8,11.95,59.9,19.3,7.59,49.87,53.03,7.38,26.74,38.34
06/11/2019,17.52,51.73,48.9,47.67,32.73,35.17,35.37,11.3079,66.32,33.24,27.5,35.52,29.0,15.39,54.26,16.88,7.36,13.13,9.86,33.02,19.08,59.07,12.3,51.69,27.66,14.08,46.02,40.4846,41.32,18.05,18.87,46.82,20.244,25.85,14.73,59.28,6.87,35.0,55.01,34.16,35.6,48.42,38.01,13.96,36.6,26.6,17.1,20.4201,50.39,45.2,10.9,18.7,29.18,,87.0042,32.41,29.71,31.81,112.64,23.56,40.181,47.49,53.93,49.09,36.95,28.57,12.47,61.52,19.55,7.69,49.69,54.56,7.45,27.17,39.47
07/11/2019,17.56,52.49,49.4,47.67,33.02,35.26,35.46,11.6029,66.83,33.47,27.22,35.96,30.72,15.41,53.1,17.78,7.63,13.25,10.0,33.31,19.17,59.86,12.6,51.82,27.91,14.88,46.25,40.1847,41.04,18.29,18.98,47.35,20.456,26.3,15.33,59.04,7.11,35.57,55.34,34.16,35.39,48.58,36.35,13.94,36.82,27.15,17.82,20.2606,50.19,44.2,11.24,18.55,29.47,,86.4812,33.45,30.9,32.69,112.05,23.78,40.3333,47.54,54.89,49.89,38.26,28.81,12.49,61.07,20.58,8.3,50.11,54.5,7.42,28.09,38.86
08/11/2019,17.3,50.92,48.7,47.0,32.03,34.24,34.69,11.6225,67.93,33.14,27.88,34.45,31.25,15.16,52.08,17.36,7.74,13.09,9.82,32.15,18.87,59.4,12.3,44.49,27.54,14.5,45.2,38.2055,39.55,18.08,18.77,47.08,20.05,25.86,15.25,58.78,7.05,33.97,55.69,32.85,35.14,47.1,35.1,13.76,36.27,27.59,17.58,19.3637,48.92,43.81,11.05,18.02,28.76,,86.677,32.91,30.02,32.48,111.5,23.49,39.5714,46.75,53.9,50.79,38.0,28.51,12.81,61.35,20.48,8.01,49.18,54.0,7.25,28.24,37.66
11/11/2019,17.54,50.45,50.1,47.24,32.18,34.16,34.58,11.7602,67.14,32.47,28.5,34.67,31.4,15.29,53.1,17.81,8.02,13.14,9.8,31.9,18.8,60.59,12.21,43.7,27.65,14.73,45.07,38.8352,39.71,17.8,18.72,47.23,20.56,26.08,15.28,59.44,7.12,34.19,57.48,32.64,35.42,47.02,36.45,13.89,36.43,27.81,18.01,19.8022,50.55,45.02,11.24,17.89,29.12,,86.3877,33.14,30.45,32.76,112.0,23.82,40.1238,46.62,53.18,51.44,38.24,28.09,12.67,62.18,20.5,7.9,48.13,53.96,7.31,29.09,38.16
12/11/2019,17.37,48.35,49.2,46.72,31.73,33.84,34.16,11.475,66.54,32.59,27.48,33.2,30.36,15.07,52.29,17.22,7.95,12.92,9.5,31.9,18.4,57.6,11.84,40.8,26.71,14.35,44.57,36.9959,38.33,17.19,18.96,47.56,20.388,25.74,15.29,58.3,7.11,32.86,56.5,31.25,34.8,46.32,36.57,13.73,35.81,27.52,17.85,19.4335,49.51,43.4,10.79,17.69,28.79,,86.3656,32.52,30.02,32.49,109.99,23.05,39.3238,45.78,52.18,50.91,38.24,28.11,12.3,61.91,20.43,7.71,47.9,54.0,7.09,28.5,36.78
13/11/2019,17.37,48.13,49.53,45.95,31.6,33.49,34.21,11.5144,64.39,31.95,27.14,32.89,30.49,15.09,51.99,17.25,8.01,12.85,9.67,31.5,18.02,59.0,11.28,40.7,26.6,14.35,44.43,36.3362,37.37,17.37,18.88,47.41,20.448,26.03,15.32,58.8,7.11,33.02,56.49,31.8,34.76,45.78,36.51,13.5,35.45,26.92,17.5,19.4933,49.29,42.5,10.67,17.6,28.57,,86.4959,32.4,29.9,32.68,108.49,23.25,39.2,44.92,51.52,50.37,37.64,28.38,12.63,61.7,20.0,7.59,47.12,53.79,7.02,29.21,37.63
14/11/2019,17.45,50.1,49.8,46.51,31.39,33.35,34.4,11.7012,66.77,32.16,27.63,32.96,28.81,15.78,54.21,17.5,7.89,12.88,10.38,32.03,18.17,60.8,11.44,40.66,27.37,14.62,44.32,35.7864,37.23,17.29,19.15,48.48,20.882,27.0,15.44,57.54,7.18,34.19,54.34,32.26,34.57,46.49,37.45,13.63,35.68,26.23,17.56,19.9218,51.7,44.25,10.44,16.95,29.36,,86.8797,31.71,29.3,33.79,112.2,24.02,39.7619,45.44,51.88,51.06,36.65,28.16,13.0,63.1,20.24,7.59,47.0,54.89,7.6,29.26,39.4
18/11/2019,17.56,50.9,49.04,46.53,31.15,33.13,33.9,11.888,66.92,32.39,27.69,33.28,28.53,15.66,53.68,17.24,7.65,12.6,10.3,31.59,18.79,61.7,11.44,39.18,27.21,14.58,44.75,35.7,36.52,17.35,19.1,48.31,20.732,26.92,15.26,56.4,7.11,34.4,54.38,31.36,33.85,46.3,36.43,13.6,35.52,26.74,17.72,19.6128,51.07,44.98,11.02,16.79,29.31,,86.5995,31.7,29.08,34.25,111.35,23.81,39.1905,45.89,52.2,50.68,37.82,28.26,13.21,64.36,20.31,7.53,47.61,56.11,7.56,29.3,37.9
19/11/2019,17.67,50.49,47.94,45.79,31.1,33.07,34.03,12.1339,68.5,32.69,27.68,33.56,28.06,15.5,53.96,17.0,7.65,12.55,10.26,31.83,18.42,60.65,11.6,39.0,26.8,14.41,44.7,34.9,35.8,17.4,19.0,47.78,20.526,26.61,15.3,57.0,7.12,34.2,53.69,31.3,33.71,46.0,36.8,13.42,35.13,26.5,17.53,19.9019,50.58,44.52,11.29,16.97,28.71,,86.9315,31.25,28.78,34.11,111.8,23.8,39.0667,45.35,51.61,51.48,37.92,28.25,13.34,65.52,20.66,7.64,48.17,55.78,7.45,29.2,37.3
21/11/2019,18.07,52.2,48.88,46.38,31.46,33.26,35.15,12.5763,70.21,33.26,27.58,33.68,27.58,15.67,54.96,17.2,7.64,12.6,10.54,32.02,18.86,61.91,12.04,41.25,27.53,14.59,44.72,35.4,36.07,17.6,19.0,47.22,20.878,27.75,16.45,58.69,7.63,33.92,55.53,31.64,34.18,47.32,37.53,13.51,35.49,25.66,17.6,20.3304,51.06,45.0,10.85,17.61,29.55,,86.2868,32.08,29.85,34.05,112.7,24.04,41.2571,45.78,53.82,50.85,38.23,27.82,13.48,66.6,21.94,8.15,48.42,55.2,7.55,28.88,37.15
22/11/2019,18.19,54.67,49.49,46.75,31.99,33.81,35.2,12.419,70.87,34.09,27.58,34.09,27.9,15.72,55.98,17.07,7.53,12.9,10.45,32.3,18.71,62.91,12.1,41.9,27.25,14.58,45.36,35.46,36.34,18.11,19.04,46.47,20.63,27.78,16.69,60.15,7.76,34.75,57.19,32.03,34.55,47.32,37.63,13.71,35.73,25.4,17.57,20.2706,51.31,45.49,10.69,18.19,29.5,,86.196,32.22,29.98,35.32,113.75,24.19,42.1619,46.1,55.08,51.51,38.31,28.0,13.64,65.24,22.68,8.21,50.54,55.4,7.86,29.06,37.84
25/11/2019,18.2,53.84,47.77,46.6,31.53,33.64,34.61,13.245,69.93,33.96,27.77,36.11,27.85,15.7,55.12,17.23,7.82,12.8,10.36,32.01,18.89,62.5,12.35,42.06,27.27,14.82,45.35,34.89,35.95,18.02,19.08,46.45,20.618,28.47,16.8,59.85,7.81,34.65,57.79,31.57,34.62,47.23,37.51,13.38,35.22,27.84,17.61,20.5297,51.3,44.3,11.26,18.3,29.24,,85.7287,32.02,29.73,36.75,111.54,24.17,41.9619,45.84,54.37,52.57,38.0,27.86,13.8,65.44,22.17,8.39,50.86,55.65,7.93,29.1,37.66
26/11/2019,18.03,51.4,46.5,46.0,30.54,32.92,33.89,13.6186,67.33,34.82,28.0,36.8,27.9,15.73,53.42,17.25,7.58,12.69,9.95,31.7,18.51,61.56,12.87,41.59,26.76,14.59,44.84,34.68,35.5,17.93,19.23,45.96,20.1,28.55,17.26,59.0,8.0,33.32,57.0,30.81,34.37,46.65,36.92,13.06,34.5,27.16,17.43,20.4001,51.01,43.04,10.74,18.11,28.5,,85.6041,31.39,29.19,36.0,111.9,24.14,41.4476,45.04,54.26,52.13,38.08,27.87,13.62,65.06,21.93,8.48,51.22,54.12,7.95,28.63,38.83
27/11/2019,17.96,50.99,47.45,47.34,30.97,33.47,33.95,13.8055,68.5,34.81,28.11,36.62,27.76,15.41,55.9,17.18,7.46,12.66,10.07,31.58,18.43,61.57,12.66,40.84,26.34,14.46,45.46,34.63,35.31,17.98,19.28,45.89,20.36,28.2,17.42,57.53,7.99,33.14,56.51,31.43,33.65,46.22,37.02,13.22,34.7,27.6,17.88,21.2373,51.16,45.6,10.77,17.43,28.5,,85.3876,31.45,29.33,36.0,113.55,24.15,41.2095,44.54,54.65,52.39,39.1,27.96,13.65,65.66,21.8,8.4,50.58,55.15,8.27,29.05,40.65
28/11/2019,18.01,52.75,48.15,47.6,30.94,33.21,34.47,14.6511,68.55,34.2,28.28,36.2,27.7,15.72,55.16,17.5,7.74,12.82,10.27,32.0,18.71,62.31,12.61,40.4,27.0,14.72,46.36,34.59,35.78,17.93,19.56,46.04,20.49,27.98,17.17,57.26,7.9,34.44,55.05,31.99,33.58,46.81,37.6,13.25,34.6,28.65,17.65,21.905,51.77,45.6,10.79,17.7,29.04,,84.8584,31.59,29.53,36.2,114.6,23.91,42.619,44.28,56.25,53.24,38.57,28.13,13.97,65.47,21.9,8.43,50.37,56.1,8.59,29.43,42.6
29/11/2019,18.05,53.1,47.72,47.81,31.25,33.37,34.45,14.4544,69.53,34.2,28.44,36.6,27.99,15.57,56.34,17.19,7.8,13.05,10.25,31.59,18.81,62.1,12.56,40.14,26.84,14.4,46.77,34.83,35.93,18.0,19.89,45.86,20.64,28.5,17.0,56.69,7.8,34.06,55.7,32.06,33.3,47.46,37.13,13.27,34.8,28.48,17.54,22.204,51.8,45.03,10.7,17.57,28.92,,85.0595,31.2,29.15,36.8,112.99,24.43,42.8952,44.2,57.4,52.78,38.56,28.26,13.54,64.7,21.81,8.51,49.98,56.25,8.81,30.42,42.41
02/12/2019,17.97,52.94,47.6,47.43,31.56,33.59,34.52,15.1427,69.07,35.12,28.66,36.42,28.26,16.18,58.8,17.08,7.77,12.98,10.44,31.6,18.8,64.5,13.28,40.86,26.62,14.11,46.85,35.17,35.97,18.45,19.78,45.91,20.6,28.47,17.45,59.19,8.05,33.63,56.25,31.53,33.59,48.7,37.2,13.36,35.28,28.37,17.99,22.6524,52.4,44.92,10.85,17.45,29.34,,84.83200000000002,31.16,29.07,35.8,110.0,25.19,42.4381,44.58,58.09,53.98,38.8,28.57,13.68,63.49,22.1,8.68,51.34,56.17,9.17,30.16,41.5
03/12/2019,17.87,53.5,48.11,48.39,31.39,33.69,35.86,15.3886,68.52,34.43,28.31,35.8,28.7,16.19,59.75,16.8,7.83,12.82,10.49,31.61,18.99,63.5,12.78,40.46,27.24,14.06,45.98,35.45,36.41,18.5,20.03,46.51,20.87,28.51,17.05,60.62,7.85,34.98,57.14,32.0,32.9,48.9,37.22,13.33,35.29,28.02,18.07,22.9215,52.64,44.59,11.27,18.7,29.22,,84.8181,31.07,28.98,35.3,110.49,25.24,42.7048,44.46,57.35,54.23,38.95,28.75,13.71,62.5,22.39,8.6,50.42,55.75,9.5,30.71,42.56
